UUID;AB_gruppe;adresse;Name;Strasse;Hsnr;Plz;Ort;Info AB
d8bb7723-c9ee-4745-9876-1e5afe0a5590;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Kempten (Allgäu) Außenstelle Immenstadt i.Allgäu, Rothenfelsstr. 18, 87509 Immenstadt i.Allgäu;Finanzamt Kempten (Allgäu) Außenstelle Immenstadt i.Allgäu;Rothenfelsstr.;18;87509;Immenstadt i.Allgäu;<h3>Abrufberechtigter: </h3><p>Finanzamt Kempten (Allgäu) Außenstelle Immenstadt i.Allgäu<br>Rothenfelsstr. 18<br>87509 Immenstadt i.Allgäu
518bd898-1950-4f91-875b-4aa56a5a5684;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Kempten (Allgäu), Am Stadtpark 3, 87435 Kempten (Allgäu);Finanzamt Kempten (Allgäu);Am Stadtpark;3;87435;Kempten (Allgäu);<h3>Abrufberechtigter: </h3><p>Finanzamt Kempten (Allgäu)<br>Am Stadtpark 3<br>87435 Kempten (Allgäu)
a48d896a-a409-4e08-8de0-1542878833c1;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Kitzingen, Moltkestr. 24, 97318 Kitzingen;Finanzamt Kitzingen;Moltkestr.;24;97318;Kitzingen;<h3>Abrufberechtigter: </h3><p>Finanzamt Kitzingen<br>Moltkestr. 24<br>97318 Kitzingen
03d732a5-b658-4fff-b1a7-56db0361e73c;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Kronach, Amtsgerichtstraße 13, 96317 Kronach;Finanzamt Kronach;Amtsgerichtstraße;13;96317;Kronach;<h3>Abrufberechtigter: </h3><p>Finanzamt Kronach<br>Amtsgerichtstraße 13<br>96317 Kronach
53a416a7-61c4-4580-99d8-71b105b44f17;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Kulmbach, Georg-Hagen-Straße 17, 95326 Kulmbach;Finanzamt Kulmbach;Georg-Hagen-Straße;17;95326;Kulmbach;<h3>Abrufberechtigter: </h3><p>Finanzamt Kulmbach<br>Georg-Hagen-Straße 17<br>95326 Kulmbach
75a71d56-878a-47b4-94b5-641e907e5db4;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Landsberg am Lech, Israel-Beker-Str. 20, 86899 Landsberg am Lech;Finanzamt Landsberg am Lech;Israel-Beker-Str.;20;86899;Landsberg am Lech;<h3>Abrufberechtigter: </h3><p>Finanzamt Landsberg am Lech<br>Israel-Beker-Str. 20<br>86899 Landsberg am Lech
13f79659-ede3-44fe-9b15-deae0412f94a;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Landshut, Maximilianstraße 21, 84028 Landshut;Finanzamt Landshut;Maximilianstraße;21;84028;Landshut;<h3>Abrufberechtigter: </h3><p>Finanzamt Landshut<br>Maximilianstraße 21<br>84028 Landshut
7d3aeb85-94b8-417e-bfa2-b7afd440f5ec;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Lichtenfels, Kronacher Straße 39, 96215 Lichtenfels;Finanzamt Lichtenfels;Kronacher Straße;39;96215;Lichtenfels;<h3>Abrufberechtigter: </h3><p>Finanzamt Lichtenfels<br>Kronacher Straße 39<br>96215 Lichtenfels
8dbc8ad2-72f7-4ebe-a36e-d2b3d5ec81d8;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Lindau (Bodensee), Brettermarkt 4, 88131 Lindau (Bodensee);Finanzamt Lindau (Bodensee);Brettermarkt;4;88131;Lindau (Bodensee);<h3>Abrufberechtigter: </h3><p>Finanzamt Lindau (Bodensee)<br>Brettermarkt 4<br>88131 Lindau (Bodensee)
661dc275-bc20-4862-8570-4e38a8bca9aa;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Lohr a.Main, Rexrothstr. 14, 97816 Lohr a.Main;Finanzamt Lohr a.Main Außenstelle Karlstadt;Gemündener Str.;3;97753;Karlstadt;<h3>Abrufberechtigter: </h3><p>Finanzamt Lohr a.Main Außenstelle Karlstadt<br>Gemündener Str. 3<br>97753 Karlstadt
d1c45253-9ca3-447c-b56a-009d7430c7df;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Memmingen Außenstelle Mindelheim, Bahnhofstraße 16, 87719 Mindelheim;Finanzamt Memmingen Außenstelle Mindelheim;Bahnhofstraße;16;87719;Mindelheim;<h3>Abrufberechtigter: </h3><p>Finanzamt Memmingen Außenstelle Mindelheim<br>Bahnhofstraße 16<br>87719 Mindelheim
dc4fa397-d35c-4d67-a20a-25ff31dcf8a3;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Memmingen, Bodenseestr. 6, 87700 Memmingen;Finanzamt Memmingen;Bodenseestr.;6;87700;Memmingen;<h3>Abrufberechtigter: </h3><p>Finanzamt Memmingen<br>Bodenseestr. 6<br>87700 Memmingen
105fc784-6912-4780-ba7a-fbbc1f54834d;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Miesbach, Schlierseer Str. 5, 83714 Miesbach;Finanzamt Miesbach;Schlierseer Str.;5;83714;Miesbach;<h3>Abrufberechtigter: </h3><p>Finanzamt Miesbach<br>Schlierseer Str. 5<br>83714 Miesbach
9e7917f3-a9e7-4f6e-8050-7a39064d0db3;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Mühldorf a.Inn, Katharinenplatz 16, 84453 Mühldorf a.Inn;Finanzamt Mühldorf a.Inn;Katharinenplatz;16;84453;Mühldorf a.Inn;<h3>Abrufberechtigter: </h3><p>Finanzamt Mühldorf a.Inn<br>Katharinenplatz 16<br>84453 Mühldorf a.Inn
d7f1bb7e-c33d-4a7b-9518-6b3083eee1eb;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt München, Deroystraße 18, 80335 München;Finanzamt München;Deroystraße;18;80335;München;<h3>Abrufberechtigter: </h3><p>Finanzamt München<br>Deroystraße 18<br>80335 München
540aa38a-9139-415e-af09-e7e383e3201a;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Neumarkt i.d.OPf., Ingolstädter Straße 3, 92318 Neumarkt i.d.OPf.;Finanzamt Neumarkt i.d.OPf.;Ingolstädter Straße;3;92318;Neumarkt i.d.OPf.;<h3>Abrufberechtigter: </h3><p>Finanzamt Neumarkt i.d.OPf.<br>Ingolstädter Straße 3<br>92318 Neumarkt i.d.OPf.
f157a3d1-e8c5-47ca-9be7-26be2d75ece1;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Neu-Ulm, Nelsonallee 5, 89231 Neu-Ulm;Finanzamt Neu-Ulm;Nelsonallee;5;89231;Neu-Ulm;<h3>Abrufberechtigter: </h3><p>Finanzamt Neu-Ulm<br>Nelsonallee 5<br>89231 Neu-Ulm
a08ac418-45a6-48f6-bfb6-567996d61838;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Nördlingen Außenstelle Donauwörth, Sallingerstraße 2, 86609 Donauwörth;Finanzamt Nördlingen Außenstelle Donauwörth;Sallingerstraße;2;86609;Donauwörth;<h3>Abrufberechtigter: </h3><p>Finanzamt Nördlingen Außenstelle Donauwörth<br>Sallingerstraße 2<br>86609 Donauwörth
c5a07009-7c0f-4b82-bc0a-631a02f44bd6;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Nördlingen, Tändelmarkt 1, 86720 Nördlingen;Finanzamt Nördlingen;Tändelmarkt;1;86720;Nördlingen;<h3>Abrufberechtigter: </h3><p>Finanzamt Nördlingen<br>Tändelmarkt 1<br>86720 Nördlingen
5e43f506-a997-418e-9cb9-60637e8eb6eb;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Nürnberg-Nord, Kirchenweg 10, 90419 Nürnberg;Finanzamt Nürnberg-Nord;Kirchenweg;10;90419;Nürnberg;<h3>Abrufberechtigter: </h3><p>Finanzamt Nürnberg-Nord<br>Kirchenweg 10<br>90419 Nürnberg
424576e9-ab85-4c09-ab59-8eeb733a2046;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Nürnberg-Süd, Sandstraße 20, 90443 Nürnberg;Finanzamt Nürnberg-Süd;Sandstraße;20;90443;Nürnberg;<h3>Abrufberechtigter: </h3><p>Finanzamt Nürnberg-Süd<br>Sandstraße 20<br>90443 Nürnberg
bebb943a-3e2b-4a4f-83ab-b3a8172b2acf;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Obernburg a.Main Außenstelle Amorbach, Schneeberger Str. 1, 63916 Amorbach;Finanzamt Obernburg a.Main Außenstelle Amorbach;Schneeberger Str.;1;63916;Amorbach;<h3>Abrufberechtigter: </h3><p>Finanzamt Obernburg a.Main Außenstelle Amorbach<br>Schneeberger Str. 1<br>63916 Amorbach
a53fad78-f9d0-41b8-a2a6-b8b76cb9872c;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Obernburg a.Main, Römerstraße 91, 63785 Obernburg a.Main;Finanzamt Obernburg a.Main;Römerstraße;91;63785;Obernburg a.Main;<h3>Abrufberechtigter: </h3><p>Finanzamt Obernburg a.Main<br>Römerstraße 91<br>63785 Obernburg a.Main
b551a935-3c70-4315-bb90-6c028d7ad595;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Passau, Innstraße 36, 94032 Passau;Finanzamt Passau;Innstraße;36;94032;Passau;<h3>Abrufberechtigter: </h3><p>Finanzamt Passau<br>Innstraße 36<br>94032 Passau
1f597b77-0dbe-41c6-b6d2-0c104a76434a;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Pfaffenhofen a.d.Ilm, Schirmbeckstr. 5, 85276 Pfaffenhofen a.d.Ilm;Finanzamt Pfaffenhofen a.d.Ilm;Schirmbeckstr.;5;85276;Pfaffenhofen a.d.Ilm;<h3>Abrufberechtigter: </h3><p>Finanzamt Pfaffenhofen a.d.Ilm<br>Schirmbeckstr. 5<br>85276 Pfaffenhofen a.d.Ilm
62db4132-0bda-4114-b7db-373c5cc6d0a6;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Regensburg, Galgenbergstraße 31, 93053 Regensburg;Finanzamt Regensburg;Galgenbergstraße;31;93053;Regensburg;<h3>Abrufberechtigter: </h3><p>Finanzamt Regensburg<br>Galgenbergstraße 31<br>93053 Regensburg
0f22fe05-4bdd-4286-a535-d9528267acbd;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Rosenheim, Wittelsbacherstraße 25, 83022 Rosenheim;Finanzamt Rosenheim;Wittelsbacherstraße;25;83022;Rosenheim;<h3>Abrufberechtigter: </h3><p>Finanzamt Rosenheim<br>Wittelsbacherstraße 25<br>83022 Rosenheim
6cce1217-49f7-4c3f-a211-2bde41babb90;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Schrobenhausen, Rot-Kreuz-Straße 2, 86529 Schrobenhausen;Finanzamt Schrobenhausen;Rot-Kreuz-Straße;2;86529;Schrobenhausen;<h3>Abrufberechtigter: </h3><p>Finanzamt Schrobenhausen<br>Rot-Kreuz-Straße 2<br>86529 Schrobenhausen
b43514fa-d815-4cdb-a940-30d64529e82a;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Schwabach, Theodor-Heuss-Straße 63, 91126 Schwabach;Finanzamt Schwabach;Theodor-Heuss-Straße;63;91126;Schwabach;<h3>Abrufberechtigter: </h3><p>Finanzamt Schwabach<br>Theodor-Heuss-Straße 63<br>91126 Schwabach
145da4c1-fb79-4fd8-91d4-e79fe6cacf63;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Schwandorf, Friedrich-Ebert-Straße 59, 92421 Schwandorf;Finanzamt Schwandorf;Friedrich-Ebert-Straße;59;92421;Schwandorf;<h3>Abrufberechtigter: </h3><p>Finanzamt Schwandorf<br>Friedrich-Ebert-Straße 59<br>92421 Schwandorf
e3d58667-92d3-473f-8108-40b62d5e3cab;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Schweinfurt, Schrammstraße 3, 97421 Schweinfurt;Finanzamt Schweinfurt;Schrammstraße;3;97421;Schweinfurt;<h3>Abrufberechtigter: </h3><p>Finanzamt Schweinfurt<br>Schrammstraße 3<br>97421 Schweinfurt
c290fc57-4064-4f27-8d97-531d5f52f7b7;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Starnberg, Schloßbergstr. 12, 82319 Starnberg;Finanzamt Starnberg;Schloßbergstr.;12;82319;Starnberg;<h3>Abrufberechtigter: </h3><p>Finanzamt Starnberg<br>Schloßbergstr. 12<br>82319 Starnberg
8f01f197-fe3b-4070-b52b-e0f6cf039c7b;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Straubing, Fürstenstr. 21, 94315 Straubing;Finanzamt Straubing;Fürstenstr.;21;94315;Straubing;<h3>Abrufberechtigter: </h3><p>Finanzamt Straubing<br>Fürstenstr. 21<br>94315 Straubing
4fe9ba98-557e-4690-a9de-ef8b29bea046;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Traunstein, Herzog-Otto-Str. 6, 83278 Traunstein;Finanzamt Traunstein;Herzog-Otto-Str.;6;83278;Traunstein;<h3>Abrufberechtigter: </h3><p>Finanzamt Traunstein<br>Herzog-Otto-Str. 6<br>83278 Traunstein
e0bea2e8-56a2-4f7f-acb5-27a486b226ac;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Uffenheim, Schloßplatz 7, 97215 Uffenheim;Finanzamt Uffenheim;Schloßplatz;7;97215;Uffenheim;<h3>Abrufberechtigter: </h3><p>Finanzamt Uffenheim<br>Schloßplatz 7<br>97215 Uffenheim
261b838a-511f-4bcd-91fa-2d0267c34724;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Waldsassen, Johannisplatz 13, 95652 Waldsassen;Finanzamt Waldsassen;Johannisplatz;13;95652;Waldsassen;<h3>Abrufberechtigter: </h3><p>Finanzamt Waldsassen<br>Johannisplatz 13<br>95652 Waldsassen
8e2df75a-909d-447d-a23a-5dd80f5a892f;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Weiden i.d.O., Schlörplatz 2 u. 4, 92637 Weiden i.d.OPf.;Finanzamt Weiden i.d.O.;Schlörplatz;2 u. 4;92637;Weiden i.d.OPf.;<h3>Abrufberechtigter: </h3><p>Finanzamt Weiden i.d.O.<br>Schlörplatz 2 u. 4<br>92637 Weiden i.d.OPf.
1a3f1754-2263-48be-92bd-b21068055012;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Weilheim-Schongau, Hofstraße 23, 82362 Weilheim i.OB;Finanzamt Weilheim-Schongau;Hofstraße;23;82362;Weilheim i.OB;<h3>Abrufberechtigter: </h3><p>Finanzamt Weilheim-Schongau<br>Hofstraße 23<br>82362 Weilheim i.OB
a6ecd90a-6038-44cb-acec-2f8ad07a50e9;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Wolfratshausen Außenstelle Bad Tölz, Prof.-Max-Lange-Platz 2, 83646 Bad Tölz;Finanzamt Wolfratshausen Außenstelle Bad Tölz;Prof.-Max-Lange-Platz;2;83646;Bad Tölz;<h3>Abrufberechtigter: </h3><p>Finanzamt Wolfratshausen Außenstelle Bad Tölz<br>Prof.-Max-Lange-Platz 2<br>83646 Bad Tölz
4c6a0474-e941-485f-a793-cf83722cc1ff;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Wolfratshausen, Heimgartenstraße 5, 82515 Wolfratshausen;Finanzamt Wolfratshausen;Heimgartenstraße;5;82515;Wolfratshausen;<h3>Abrufberechtigter: </h3><p>Finanzamt Wolfratshausen<br>Heimgartenstraße 5<br>82515 Wolfratshausen
8d970778-3486-44b1-bf7d-196379aad378;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Wunsiedel Außenstelle Selb, Wittelsbacherstraße 8, 95100 Selb;Finanzamt Wunsiedel Außenstelle Selb;Wittelsbacherstraße;8;95100;Selb;<h3>Abrufberechtigter: </h3><p>Finanzamt Wunsiedel Außenstelle Selb<br>Wittelsbacherstraße 8<br>95100 Selb
c6e9345f-d14f-4dcb-b71c-afff3cdd90cd;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Wunsiedel, Sonnenstr. 11, 95632 Wunsiedel;Finanzamt Wunsiedel;Sonnenstr.;11;95632;Wunsiedel;<h3>Abrufberechtigter: </h3><p>Finanzamt Wunsiedel<br>Sonnenstr. 11<br>95632 Wunsiedel
adf69ba9-00e4-4458-b9f2-43c9799260ec;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Würzburg, Ludwigstraße 25, 97070 Würzburg;Finanzamt Würzburg;Ludwigstraße;25;97070;Würzburg;<h3>Abrufberechtigter: </h3><p>Finanzamt Würzburg<br>Ludwigstraße 25<br>97070 Würzburg
c42652f8-9a71-4098-acbf-88247a795177;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Zeil a.Main, Obere Torstr. 9, 97475 Zeil a.Main;Finanzamt Zeil a.Main;Obere Torstr.;9;97475;Zeil a.Main;<h3>Abrufberechtigter: </h3><p>Finanzamt Zeil a.Main<br>Obere Torstr. 9<br>97475 Zeil a.Main
b3beff18-23d3-4018-ac56-7ab5b8599847;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzamt Zwiesel, Stadtplatz 16, 94227 Zwiesel;Finanzamt Zwiesel;Stadtplatz;16;94227;Zwiesel;<h3>Abrufberechtigter: </h3><p>Finanzamt Zwiesel<br>Stadtplatz 16<br>94227 Zwiesel
6bd93fb7-06d4-4dcd-bfc7-b9aa6058812f;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzgericht München, Ismaninger Straße 95, 81675 München;Finanzgericht München;Ismaninger Straße;95;81675;München;<h3>Abrufberechtigter: </h3><p>Finanzgericht München<br>Ismaninger Straße 95<br>81675 München
8e255bef-1ea1-4296-8319-e85731ecb962;Gruppe 1, gem. §4 Abs 4 Punkt 1 RV;Finanzgericht Nürnberg, Deutschherrnstr. 8, 90429 Nürnberg;Finanzgericht Nürnberg;Deutschherrnstr.;8;90429;Nürnberg;<h3>Abrufberechtigter: </h3><p>Finanzgericht Nürnberg<br>Deutschherrnstr. 8<br>90429 Nürnberg
e122ee71-1cf6-448d-8fc1-27914f688af0;Gruppe 4, gem. §4 Abs 4 Punkt 4 RV;Flughafen München GmbH, Südallee 1, 85356 München-Flughafen;Flughafen München GmbH;Südallee;1;85356;München-Flughafen;<h3>Abrufberechtigter: </h3><p>Flughafen München GmbH<br>Südallee 1<br>85356 München-Flughafen
b30c314e-82ba-4187-81fd-8f3c4583ea08;Gruppe 4, gem. §4 Abs 4 Punkt 4 RV;fortiss gemeinnützige GmbH Forschungsinstitut des Freistaats Bayern, Guerickestr. 25, 80805 München;fortiss gemeinnützige GmbH Forschungsinstitut des Freistaats Bayern;Guerickestr.;25;80805;München;<h3>Abrufberechtigter: </h3><p>fortiss gemeinnützige GmbH Forschungsinstitut des Freistaats Bayern<br>Guerickestr. 25<br>80805 München
b89d2251-74dc-42da-bfbe-853e7eab5fe4;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Gem. Kommunalunternehmen für Abfallwirtschaft AöR, Josef-Kistler-Weg 22, 82140 Olching;Gem. Kommunalunternehmen für Abfallwirtschaft AöR;Josef-Kistler-Weg;22;82140;Olching;<h3>Abrufberechtigter: </h3><p>Gem. Kommunalunternehmen für Abfallwirtschaft AöR<br>Josef-Kistler-Weg 22<br>82140 Olching
f79b70e9-7df4-40ef-9cc2-1be5f7f5b2f0;Gruppe 3, gem. §4 Abs 4 Punkt 3 RV;Gem. Kommunalunternehmen Oberes Egertal AöR, Wunsiedler Straße 30, 95163 Weißenstadt;Gem. Kommunalunternehmen Oberes Egertal AöR;Wunsiedler Straße;30;95163;Weißenstadt;<h3>Abrufberechtigter: </h3><p>Gem. Kommunalunternehmen Oberes Egertal AöR<br>Wunsiedler Straße 30<br>95163 Weißenstadt
29c939ed-64be-4270-926d-e2545f70a173;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Adelschlag, Bahnhofstraße 7, 85111 Adelschlag;Gemeinde Adelschlag;Bahnhofstraße;7;85111;Adelschlag;<h3>Abrufberechtigter: </h3><p>Gemeinde Adelschlag<br>Bahnhofstraße 7<br>85111 Adelschlag
392aac06-f95d-407d-9f8e-70063224801f;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Adelsried, Dillinger Straße 2, 86477 Adelsried;Gemeinde Adelsried;Dillinger Straße;2;86477;Adelsried;<h3>Abrufberechtigter: </h3><p>Gemeinde Adelsried<br>Dillinger Straße 2<br>86477 Adelsried
18c949d5-f61f-4b97-84d5-e242da4b9af7;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Adlkofen, Hauptstraße 18, 84166 Adlkofen;Gemeinde Adlkofen;Hauptstraße;18;84166;Adlkofen;<h3>Abrufberechtigter: </h3><p>Gemeinde Adlkofen<br>Hauptstraße 18<br>84166 Adlkofen
877cffcd-3449-4fe3-97b2-b63e8d41d215;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Affing, Mühlweg 2, 86444 Affing;Gemeinde Affing;Mühlweg;2;86444;Affing;<h3>Abrufberechtigter: </h3><p>Gemeinde Affing<br>Mühlweg 2<br>86444 Affing
4348dbae-f9c4-4d6c-95fd-d1b54ac26461;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Aham, Rathausplatz 1, 84175 Gerzen;Gemeinde Aham;Rathausplatz;1;84175;Gerzen;<h3>Abrufberechtigter: </h3><p>Gemeinde Aham<br>Rathausplatz 1<br>84175 Gerzen
f963ea65-f1bb-4fcd-9059-9a8403553afb;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Aholfing, Schloßplatz 2, 94369 Rain;Gemeinde Aholfing;Schloßplatz;2;94369;Rain;<h3>Abrufberechtigter: </h3><p>Gemeinde Aholfing<br>Schloßplatz 2<br>94369 Rain
2b00d0a9-1ccc-49e0-840c-c052dfc3b45c;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Ahorn, Hauptstraße 40, 96482 Ahorn;Gemeinde Ahorn;Hauptstraße;40;96482;Ahorn;<h3>Abrufberechtigter: </h3><p>Gemeinde Ahorn<br>Hauptstraße 40<br>96482 Ahorn
c0a79862-6a73-4fe5-916c-17072c17d5ea;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Aicha vorm Wald, Hofmarkstraße 2, 94529 Aicha vorm Wald;Gemeinde Aicha vorm Wald;Hofmarkstraße;2;94529;Aicha vorm Wald;<h3>Abrufberechtigter: </h3><p>Gemeinde Aicha vorm Wald<br>Hofmarkstraße 2<br>94529 Aicha vorm Wald
56306d14-8eee-4d40-9f49-caaa3b260674;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Aichen, Wiesweg 1, 86479 Aichen;Gemeinde Aichen;Wiesweg;1;86479;Aichen;<h3>Abrufberechtigter: </h3><p>Gemeinde Aichen<br>Wiesweg 1<br>86479 Aichen
def11588-198d-4a58-a711-c3f837e9637d;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Aiglsbach, Poststraße 2a, 84048 Mainburg;Gemeinde Aiglsbach;Poststraße;2a;84048;Mainburg;<h3>Abrufberechtigter: </h3><p>Gemeinde Aiglsbach<br>Poststraße 2a<br>84048 Mainburg
fc5b6504-d8f1-4a5f-a6b6-efd6c5a05695;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Ainring, Salzburger Straße 48, 83404 Ainring;Gemeinde Ainring;Salzburger Straße;48;83404;Ainring;<h3>Abrufberechtigter: </h3><p>Gemeinde Ainring<br>Salzburger Straße 48<br>83404 Ainring
a012e694-7726-4a32-933f-d86d4e1cae8e;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Aiterhofen, Straubinger Straße 4, 94330 Aiterhofen;Gemeinde Aiterhofen;Straubinger Straße;4;94330;Aiterhofen;<h3>Abrufberechtigter: </h3><p>Gemeinde Aiterhofen<br>Straubinger Straße 4<br>94330 Aiterhofen
237b16cf-8ad0-4c4a-9187-bdd4f3cf2368;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Aitrang, Lindenstraße 30, 87648 Aitrang;Gemeinde Aitrang;Lindenstraße;30;87648;Aitrang;<h3>Abrufberechtigter: </h3><p>Gemeinde Aitrang<br>Lindenstraße 30<br>87648 Aitrang
4379b0dc-bc97-4e0e-8940-cb992b255ea2;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Albaching, Schulweg 1, 83544 Albaching;Gemeinde Albaching;Schulweg;1;83544;Albaching;<h3>Abrufberechtigter: </h3><p>Gemeinde Albaching<br>Schulweg 1<br>83544 Albaching
6cbe7c88-56fd-4520-b2d1-2a44fae36e1d;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Aldersbach, Klosterplatz 1, 94501 Aldersbach;Gemeinde Aldersbach;Klosterplatz;1;94501;Aldersbach;<h3>Abrufberechtigter: </h3><p>Gemeinde Aldersbach<br>Klosterplatz 1<br>94501 Aldersbach
96071e1c-098c-4f8b-b980-2072feb02b5b;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Alfeld, Am Kühberg 1, 91236 Alfeld;Gemeinde Alfeld;Am Kühberg;1;91236;Alfeld;<h3>Abrufberechtigter: </h3><p>Gemeinde Alfeld<br>Am Kühberg 1<br>91236 Alfeld
7a05529a-dbae-4156-a944-b3b26916cdf3;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Allershausen, Johannes-Boos-Platz 6, 85391 Allershausen;Gemeinde Allershausen;Johannes-Boos-Platz;6;85391;Allershausen;<h3>Abrufberechtigter: </h3><p>Gemeinde Allershausen<br>Johannes-Boos-Platz 6<br>85391 Allershausen
4302f430-ed07-4e05-b2d6-3b26a8746333;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Alteglofsheim, Bahnhofstraße 10, 93087 Alteglofsheim;Gemeinde Alteglofsheim;Bahnhofstraße;10;93087;Alteglofsheim;<h3>Abrufberechtigter: </h3><p>Gemeinde Alteglofsheim<br>Bahnhofstraße 10<br>93087 Alteglofsheim
53ab5655-dec5-44ac-8ea6-08894e28fc40;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Altendorf, Kirchsteig 14, 92540 Altendorf;Gemeinde Altendorf;Kirchsteig;14;92540;Altendorf;<h3>Abrufberechtigter: </h3><p>Gemeinde Altendorf<br>Kirchsteig 14<br>92540 Altendorf
49d6cba9-6893-4c85-8f57-43852690bf22;Gruppe 2, gem. §4 Abs 4 Punkt 2 RV;Gemeinde Altenmarkt a.d.Alz, Hauptstraße 21, 83352 Altenmarkt a.d.Alz;Gemeinde Altenmarkt a.d.Alz;Hauptstraße;21;83352;Altenmarkt a.d.Alz;<h3>Abrufberechtigter: </h3><p>Gemeinde Altenmarkt a.d.Alz<br>Hauptstraße 21<br>83352 Altenmarkt a.d.Alz
